Type,Localisation,Title,Price,City,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Current_state,Age
Villas,Longchamps (Hay Al Hanâa) ,Villa de 865 m2 à Longchamps TRÈS BONNE AFFAIRE,10800000.0,Casablanca,865.0,7.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa de 988 m2 bien situé à Longchamps,13800000.0,Casablanca,988.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Villa de 350 m2 dans Résidence fermée à Ain Diab,6500000.0,Casablanca,350.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,Villa de 580 m2 à Longchamps,12000000.0,Casablanca,580.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa de 360 m2 à CIL,7000000.0,Casablanca,360.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Villa Moderne de 722 m2 à Ain diab,11500000.0,Casablanca,722.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa de 945 m2 à PARANFA,15000000.0,Casablanca,945.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Villa de 400 m2 dans Résidence sécurisée Ain Diab,6800000.0,Casablanca,400.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa Moderne de 993 m2 avec Vue Mer à ANFA,14500000.0,Casablanca,993.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa Commerciale de 1350 m2 à Bd La Mecque,16000000.0,Casablanca,1350.0,7.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa Commerciale de 1120 m2 à Bd Panoramique,15000000.0,Casablanca,1120.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa Commerciale de 1800 m2 à Bd Panoramique,22000000.0,Casablanca,1800.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Polo ,Villa Commerciale de 977 m2 à Bd Modibo Keita,13000000.0,Casablanca,977.0,8.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Polo ,Villa Commerciale de 2200 m2 à Bd Modibo Keita,23000000.0,Casablanca,2200.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa Commerciale de 1025 m2 à Bd La Corniche,18000000.0,Casablanca,1025.0,8.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Oasis ,Villa Commerciale de 1622 m2 à Bd Ghandi,30000000.0,Casablanca,1622.0,7.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,Villa Commerciale de 1085 m2 à Bd Ghandi,20000000.0,Casablanca,1085.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa Commerciale de 575 m2 à Bd Ghandi,12000000.0,Casablanca,575.0,9.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa Commerciale de 985 m2 à Bd Dris Slaoui,20000000.0,Casablanca,985.0,8.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa Commerciale de 627 m2 à Bd Dris Slaoui,13000000.0,Casablanca,627.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Anfa ,Villa Commerciale 1017 m2 à Bd Frankiln Roosevet,25000000.0,Casablanca,1017.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa de 715 m2 en plein CIL AFFAIRE A SAISIR,8700000.0,Casablanca,715.0,9.0,4.0,3.0,,[],Non Specifique,Non Specifique
Villas,Ain Borja ,Villa bien située a casablanca a vendre,6630000.0,Casablanca,390.0,5.0,1.0,1.0,,[],Non Specifique,Non Specifique
Maisons,Hay Al Amal ,Maison à vendre sidi bernoussi,2600000.0,Casablanca,96.0,5.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Oasis ,Très bel appartement 2 chambres,1400000.0,Casablanca,71.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement à vendre Casablanca Bourgogne,1170000.0,Casablanca,89.0,4.0,2.0,1.0,6.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement À Vendre à Palmier,1950000.0,Casablanca,125.0,5.0,3.0,2.0,9.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,App 2Ch Ensoleillé Les Princesses PRIX ATTRACTIF,1500000.0,Casablanca,100.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Riad,Californie ,INCROYABLE villa a vendre sur Californie,16500000.0,Casablanca,1000.0,7.0,5.0,5.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Vente appartement 234m² avec terrasse Triangle d'Or,3600000.0,Casablanca,234.0,5.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement Haut standing à vendre,1500000.0,Casablanca,93.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,La Gironde ,Appartement à l'achat à La gironde 6 grandes pièces. Parking et ascenseur,1590000.0,Casablanca,153.0,6.0,3.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,Vend appartement à Casablanca Finance City. 2 belles chambres. Système de parabole et résidence sécurisée.,5200000.0,Casablanca,58.0,2.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Burger ,Appartement Vente,2400000.0,Casablanca,215.0,4.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Magnifique appartement neuf à vendre,2430000.0,Casablanca,138.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,"Magnifique Appartement à vendre, BELVEDERE",1995968.0,Casablanca,96.0,4.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Belvédère ,"Appartement 96m², Belvédère",1995968.0,Casablanca,96.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement Gauthier Casablanca proche Twin Center,1747300.0,Casablanca,98.0,3.0,2.0,2.0,6.0,[],Non Specifique,Non Specifique
Appartements,Al Qods ,Vend appartement à Al Qods. 3 pièces confortables,360000.0,Casablanca,54.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Maisons,Michouar ,Maison à entièrement rénover. Superficie 441 m²,4000000.0,Casablanca,441.0,9.0,5.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Nassim 1 ,Superbe appartement à vendre à Nassim 1.2 chambres. Jardin et ascenseur,840000.0,Casablanca,91.0,4.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Villas,Les Crêtes ,PANORAMIQUE Agréable villa d'angle 5 ch a 10 mn du centre calme,7500000.0,Casablanca,399.0,8.0,4.0,3.0,,[],Non Specifique,Non Specifique
Maisons,Polo ,PETIT PRIX vend villa prox BD panoramique,4050000.0,Casablanca,345.0,7.0,5.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Les princesses ,"Princesse,luxueux appart 95 m² meublé 2 ch +2 Park",8000.0,Casablanca,95.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Ain Diab Extension ,"Ain diab, villa individuelle de 800 m² + piscine",11450000.0,Casablanca,800.0,12.0,7.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Maarif vend appartement 2 chambres a petit prix,980000.0,Casablanca,98.0,3.0,2.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,Appartement splendide à 2 min de la mer,3700000.0,Casablanca,203.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement à vendre à socrate,1700000.0,Casablanca,96.0,3.0,2.0,1.0,7.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement à vendre 258 m² à Palmier,3800000.0,Casablanca,258.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Vente villa 1250m² ain diab,14500000.0,Casablanca,1250.0,16.0,7.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Vente appartement 282m² triangle d'or,4100000.0,Casablanca,282.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Riviera ,Vend appartement à Riviera. Superficie 90 m². Système de parabole et résidence sécurisée.,1995968.0,Casablanca,90.0,3.0,2.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Tres jolie appartement a vendre 107 M² tres bon px,990000.0,Casablanca,107.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Coup de fusil gauthier,1690000.0,Casablanca,121.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Bel appartement avec exterieur,2950000.0,Casablanca,154.0,5.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Laymoune ,Villa à Laymoun dans une Résidence gardée,5000000.0,Casablanca,460.0,8.0,5.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,"Appartement 155 m² à vendre, Palmiers, Casablanca",2800000.0,Casablanca,155.0,4.0,3.0,2.0,8.0,[],Non Specifique,Non Specifique
Villas,Mandarona ,"Belle Villa 897 m² à vendre, Mandarona, Casablanca",13000000.0,Casablanca,897.0,9.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement à l'achat à palmier. 3 chambres agréables. Places de parking et terrasse,3650000.0,Casablanca,265.0,4.0,3.0,3.0,6.0,[],Non Specifique,Non Specifique
Appartements,Ain Borja ,"Appartement de 101m² à vendre, Les Jardins de Belvédère",1995968.0,Casablanca,101.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Des Studios neuf en plein coeur casa,820000.0,Casablanca,48.0,2.0,1.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Val fleury vente bel appartement balcon 210 m²,3000000.0,Casablanca,210.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Franceville ,Appartement neuf 3 chambres a vendre,2200000.0,Casablanca,135.0,3.0,3.0,3.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa HS avec piscine proche de Casanearshore,5600000.0,Casablanca,252.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement de 3 chambre à vendre Palmier,2750000.0,Casablanca,153.0,6.0,3.0,2.0,7.0,[],Non Specifique,Non Specifique
Appartements,Maârif ,Appartement bd bir anzarane,1150000.0,Casablanca,73.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,"Appartement 150m², Cuisine équipée, Chambre rangement, Sidi Belyout",2200000.0,Casablanca,150.0,6.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Villas,Sidi Maarouf ,Villa a vendre sidi maarouf,5400000.0,Casablanca,265.0,11.0,3.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,"Appartement 340m², Cuisine équipée, Terrasse, Anfa",5300000.0,Casablanca,340.0,10.0,4.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Appartement a vendre quartier Gauthier,2350000.0,Casablanca,132.0,7.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,École moliére Duplex avec terrasse a vendre,3550000.0,Casablanca,244.0,10.0,3.0,3.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa Commerciale À Vendre au C. I. L 599 m²,11000000.0,Casablanca,599.0,8.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Bourgogne Ouest ,Villa a vendre carrefour velodrome de 487M2,7600000.0,Casablanca,487.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,Appartement à vendre à Sidi Maarouf près mosquée Adarissa,900000.0,Casablanca,93.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Villas,Mandarona ,Villa a vendre ou location,6400000.0,Casablanca,450.0,10.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement à vendre Maarif 119 m²,1790000.0,Casablanca,131.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Villas,Ain Diab Extension ,Villa a vendre avec piscine et jardin,18000000.0,Casablanca,1426.0,10.0,4.0,4.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab Extension ,VILLA A VENDRE route azzemour,4500000.0,Casablanca,330.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Hay Hassani ,Bel appartement à vendre à Hay Hassani. Surface totale 86 m². Garage et terrasse,720000.0,Casablanca,86.0,1.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,CIL (Hay Salam) ,Bel Appartement a cil hay salam,830000.0,Casablanca,34.0,2.0,1.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Al Qods ,Superbe appartement à vendre à Al Qods. Surface totale 131 m².,1995968.0,Casablanca,131.0,3.0,2.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement à vendre à Bourgogne,1020000.0,Casablanca,83.0,2.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Laymoune ,Superbe appartement à vendre à quartier laymoune. Surface de 104 m². Places de parking et terrasse,1300000.0,Casablanca,104.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Hay Inara ,Appartement à vendre à bvd elqods,740000.0,Casablanca,74.0,3.0,2.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Bel appartement à vendre 2 chambres plein sud avec terrasse Bourgogne,1200000.0,Casablanca,89.0,3.0,2.0,1.0,4.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement 105m Luxe A Les Princesses,1500000.0,Casablanca,108.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Belvédère ,Appartement a vendre,8200000.0,Casablanca,74.0,2.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement en vente sur Bourgogne,1500000.0,Casablanca,106.0,4.0,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Californie ,"Vente Villa Contemporaine 2500m2 Californie, Casablanca",28880000.0,Casablanca,2500.0,10.0,6.0,5.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Villa moderne à vendre dans la meilleure partie de Californie près de l'école américaine,35000000.0,Casablanca,2500.0,,6.0,6.0,,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Bel Appartement en vente Sur Oulfa,570000.0,Casablanca,54.0,5.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Bel appartement à vendre à Maârif Extension. Superficie 124 m². Terrasse et ascenseur,1500000.0,Casablanca,124.0,5.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Hay Mansour ,Joli appart mansour 1 bernoussi 2000 dh ttc,2000.0,Casablanca,60.0,2.0,1.0,1.0,2.0,[],Non Specifique,Non Specifique
Appartements,Sidi Moumen ,Appartement sidi moumen,1995968.0,Casablanca,52.0,3.0,2.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Sidi Moumen ,Vente d'un bel appartement à Sidi Moumen. Surface de 101 m².,1995968.0,Casablanca,101.0,4.0,3.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Bel appartement à vendre à Maârif. 4 belles chambres. Cuisinière avec four,1000000.0,Casablanca,96.0,4.0,4.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Sidi Maarouf ,Vente appartement à sidi maarouf entierement renové 80m,680000.0,Casablanca,80.0,2.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Appartement de standing à Bourgogne,1100000.0,Casablanca,110.0,4.0,3.0,1.0,1.0,[],Non Specifique,Non Specifique
Appartements,Val Fleury ,Tres bel appartement de 133m² a val fleuri,1850000.0,Casablanca,132.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Maisons,Beauséjour ,Maison à l'achat à Beauséjour. 3 pièces. Avec ascenseur et terrasse,7200000.0,Casablanca,137.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Appartement 105m2 sur Bd Zerktouni,1270000.0,Casablanca,105.0,3.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Mers Sultan ,Vente SAROUT un bel appartement Mers Sultan centre,250000.0,Casablanca,100.0,2.0,1.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Palmier ,Appartement a vendre,1800000.0,Casablanca,129.0,4.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Mers Sultan ,Appt de 109 m2 à vendre quartier 2 Mars,1350000.0,Casablanca,109.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Anfa ,Appartement au centre de casablanca a vendre,3000000.0,Casablanca,186.0,5.0,3.0,2.0,10.0,[],Non Specifique,Non Specifique
Appartements,Aïn Sebaâ ,Appartement à Vendre dans une résidence fermée,1995968.0,Casablanca,60.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Vente appt. 170m2 entièrement rénové au Vélodrome,3480000.0,Casablanca,197.0,7.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca,Vente Appartement Casablanca Bouskoura,3800000.0,Casablanca,185.0,5.0,4.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Racine ,"Très bel appartement à la vente, 267 m2, Racine",4250000.0,Casablanca,267.0,5.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Californie ,Appartement à Vendre à Californie,1950000.0,Casablanca,156.0,5.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Derb Loubila ,Superbe appartement à vendre à Bourgogne . 3 grandes pièces. Ascenseur,950000.0,Casablanca,103.0,3.0,2.0,1.0,5.0,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Charmant appartement en vente à maarif extention,1400000.0,Casablanca,112.0,4.0,3.0,2.0,3.0,[],Non Specifique,Non Specifique
Villas,Californie ,Somptueuse maison à vendre à Californie. Surface totale 2 600 m²,50000000.0,Casablanca,2600.0,15.0,8.0,9.0,,[],Non Specifique,Non Specifique
Appartements,Triangle d'Or ,Très bel appartement Racine en vente refait à neuf,2500000.0,Casablanca,169.0,6.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,"Vente d'un bel appartement à Les princesses. 1 Pièce. Porte blindée, sécurité",990000.0,Casablanca,45.0,1.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement 150m2 avec terrasse à Maarif extension,1950000.0,Casablanca,150.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Affaire à saisir cause déménagement aprt a vendre,1500000.0,Casablanca,118.0,4.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,"Studio à vendre, gauthier",1717500.0,Casablanca,51.0,2.0,1.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,"Appartement 92 m² à vendre, Hopitaux Pasteur, Casa",1750000.0,Casablanca,92.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Al Qods ,Vente d'un bel appartement à Al Qods. 1 Pièce. Parking et jardin,670000.0,Casablanca,80.0,3.0,2.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Maârif ,Opportunité bel Appartement en vente quartier Maarif extension Casablanca,1780000.0,Casablanca,125.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Bourgogne Ouest ,Grand Appartement Orienté SUD avec Grandes Terrasses sur deux façades à Bourgogne,1400000.0,Casablanca,105.0,3.0,2.0,2.0,7.0,[],Non Specifique,Non Specifique
Appartements,Gauthier ,Belle opportunite,4100000.0,Casablanca,237.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Racine - Appartement neuf et moderne de 149 m²,3100000.0,Casablanca,149.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Racine ,Racine - Appartement à vendre avec balcon,2000000.0,Casablanca,111.0,4.0,3.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Superbe appartement à vendre à Casablanca. Surface de 115 m². Avec ascenseur et terrasse,1340000.0,Casablanca,115.0,3.0,2.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Apt Mly Driss 5 pieces,2480000.0,Casablanca,179.0,5.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Oulfa ,Superbe appartement à vendre à Oulfa. 3 grandes pièces. Concierge et climatisation,1200000.0,Casablanca,130.0,3.0,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Roches Noires ,Bel appartement à vendre à Roches Noires. 4 grandes pièces. Terrasse et ascenseur,1995968.0,Casablanca,118.0,4.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Maisons,Bernoussi ,Maison à la vente à Bernoussi. 3 pièces confortables,3282450.0,Casablanca,100.0,3.0,3.0,2.0,,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Jolie villa a vendre sur Hay El Hana,5000000.0,Casablanca,240.0,4.0,3.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,Appartement haut standing à vendre,1850000.0,Casablanca,135.0,5.0,3.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Anfa ,Bel appartement à vendre sur Anfa,3250000.0,Casablanca,210.0,4.0,3.0,3.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Sublime villa entièrement rénovée à vendre,10000000.0,Casablanca,600.0,6.0,4.0,5.0,,[],Non Specifique,Non Specifique
Villas,Californie ,Magnifique villa moderne à vendre Californie,9700000.0,Casablanca,575.0,7.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Maârif Extension ,GHANDI Superbe appartement refait à neuf,3500000.0,Casablanca,230.0,5.0,3.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Racine ,RACINE Très bel appartement 3 chambres,2650000.0,Casablanca,148.0,4.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine ,RACINE Appartement 169 m² SUD sans vis à vis,2600000.0,Casablanca,169.0,4.0,3.0,3.0,5.0,[],Non Specifique,Non Specifique
Appartements,Burger ,BERGER Bel appartement refait 107 m²,1500000.0,Casablanca,107.0,3.0,2.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Burger ,Bel appartement à vendre sur Bd Ghandi,2600000.0,Casablanca,169.0,4.0,2.0,2.0,4.0,[],Non Specifique,Non Specifique
Villas,Californie ,Vente Villa 1040 m² avec grand jardin quartier Californie,13000000.0,Casablanca,1040.0,9.0,5.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Racine Extension ,Bel Appartement spacieux 194 m2 avec 4 Ch Racine,2800000.0,Casablanca,194.0,6.0,4.0,2.0,3.0,[],Non Specifique,Non Specifique
Appartements,Racine Extension ,Appartement 181 m2 quartier les arènes à Racine,3200000.0,Casablanca,181.0,5.0,3.0,2.0,5.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Appartement 188 m2 3CH vue sur jardin Résidence Ghandi Mall,2400000.0,Casablanca,188.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Racine ,Appartement 3CH 139 m2 quartier Racine,2450000.0,Casablanca,139.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Beausite ,Vente d'un bel appartement à Casablanca. Surface totale 52 m². Espace vert,400000.0,Casablanca,52.0,3.0,2.0,1.0,3.0,[],Non Specifique,Non Specifique
Appartements,Sidi Moumen ,Appartement à vendre à Sidi Moumen. Saflya,370000.0,Casablanca,72.0,4.0,3.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Casablanca Finance City ,Bel appartempent rez de jardin 80m a ryad anfa cfc,1500000.0,Casablanca,80.0,2.0,1.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Derb Ghalef ,Vente d'un bel appartement à Casablanca. Surface totale 185m². Cheminée et service de conciergerie,1995968.0,Casablanca,185.0,4.0,3.0,3.0,1.0,[],Non Specifique,Non Specifique
Villas,CIL (Hay Salam) ,Villa de luxe à vendre à CIL Hay Salam. 4 chambres agréables. Garage et terrasse,12500000.0,Casablanca,700.0,7.0,4.0,4.0,,[],Non Specifique,Non Specifique
Appartements,Ain Diab ,Vente d'un bel appartement à Ain Diab. Superficie 153 m². Parking et ascenseur,3500000.0,Casablanca,153.0,4.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Les princesses ,Superbe appartement à vendre sur Les Princesses,2235000.0,Casablanca,125.0,5.0,3.0,3.0,3.0,[],Non Specifique,Non Specifique
Maisons,El Manar - El Hank ,Maison à vendre à El Manar El Hank. Surface totale 400 m². Garage,6200000.0,Casablanca,400.0,6.0,4.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Les Hôpitaux ,Magnifique appartement de 245m² à 2 Mars,3500000.0,Casablanca,245.0,6.0,3.0,3.0,2.0,[],Non Specifique,Non Specifique
Appartements,Racine ,"Très bel appartement à la vente, 126 m2, Racine",2500000.0,Casablanca,126.0,5.0,3.0,2.0,2.0,[],Non Specifique,Non Specifique
Appartements,Racine ,"Vente joli Appartement 183m2 3 chambres entièrement refait Racine, casablanca",3600000.0,Casablanca,183.0,,3.0,3.0,,[],Non Specifique,Non Specifique
Maisons,La Vilette ,Appartement à l'achat à Derb Moulay Cherif. Surface de 168 m². Porte blindée et résidence sécurisée,1200000.0,Casablanca,168.0,11.0,7.0,3.0,,[],Non Specifique,Non Specifique
Appartements,Lissasfa ,Apprt riad sofia lissasfa route eljadida,335000.0,Casablanca,50.0,4.0,3.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Derb Moulay Cherif ,Appartement à l'achat à Derb Moulay Cherif. Surface de 168 m². Porte blindée et résidence sécurisée,12000000.0,Casablanca,168.0,11.0,7.0,3.0,3.0,[],Non Specifique,Non Specifique
Appartements,Anassi ,Appartement en vente à Anassi. 4 grandes pièces.,640000.0,Casablanca,98.0,4.0,4.0,2.0,4.0,[],Non Specifique,Non Specifique
Appartements,Sidi Moumen ,Appartement à l'achat à Sidi Moumen. 1 Pièce,370000.0,Casablanca,72.0,4.0,3.0,1.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement de 78m² en vente Résidence Al Amal,1262250.0,Casablanca,88.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Ferme Bretonne (Hay Arraha) ,Appartement de 108m² en vente Résidence Al Amal,1369000.0,Casablanca,88.0,,2.0,2.0,,[],Non Specifique,Non Specifique
Villas,Ain Diab ,Villa 385 m² 4 chambres résidence fermée,7500000.0,Casablanca,385.0,6.0,4.0,2.0,,[],Non Specifique,Non Specifique
Villas,Longchamps (Hay Al Hanâa) ,Villa 396 m² plein sud 5 chambres à rénover,6800000.0,Casablanca,396.0,7.0,5.0,2.0,,[],Non Specifique,Non Specifique
Appartements,Plateau (Al Batha) ,Appartement a vendre bd anoual les hopitaux,2900000.0,Casablanca,240.0,5.0,3.0,2.0,1.0,[],Non Specifique,Non Specifique
